# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.250       7.9168135       10.322759       259.48799
0.250       8.0424772       10.007173       263.72494
0.250       8.2938046       9.4257520       272.42544
0.250       8.5451320       8.8698921       280.37864
0.250       8.7964594       8.2676141       285.08487
0.250       9.0477868       7.9355281       297.76467
0.250       9.2991143       7.3918375       301.12542
0.250       9.5504417       6.9715354       307.65860
0.250       9.8017691       6.6580188       317.63524
0.250       10.053096       6.3333406       325.98878
0.250       10.304424       5.9804120       331.49159
0.250       10.555751       5.5656744       331.63130
0.250       10.807079       5.4413906       347.94060
0.250       11.058406       5.1599296       353.50181
0.250       11.309734       5.0635608       371.09355
0.250       11.561061       4.6795309       366.32424
0.250       11.812388       4.5363838       378.78538
0.250       12.063716       4.2964860       382.14392
0.250       12.315043       4.1481356       392.49219
0.250       12.566371       3.9535340       397.45259
0.250       12.817698       3.7862502       403.93332
0.250       13.069025       3.6334963       410.88907
0.250       13.320353       3.4746882       416.03827
0.250       13.571680       3.4111359       431.98647
0.250       13.823008       3.2614724       436.40690
0.250       14.074335       3.1398216       443.46453
0.250       14.325663       3.0057084       447.67336
0.250       14.576990       2.8759931       451.29618
0.250       14.828317       2.7567397       455.34612
0.250       15.079645       2.6753681       464.75827
0.250       15.330972       2.5830835       471.53919
0.250       15.582300       2.4919995       477.65338
0.250       15.833627       2.3966156       481.95875
0.250       16.084954       2.3073250       486.45037
0.250       16.587609       2.1967841       507.93604
0.250       17.090264       2.0235176       511.70960
0.250       17.592919       1.8939403       522.45662
0.250       18.095574       1.7735516       532.39154
0.250       18.598229       1.6605895       541.18690
0.250       19.100883       1.5874114       560.42838
0.250       19.603538       1.4682180       560.35620
0.250       20.106193       1.3829428       569.46102
0.250       20.608848       1.3254540       587.75463
0.250       21.111503       1.2389479       590.58274
0.250       21.614157       1.1871641       607.28974
0.250       22.116812       1.1256361       616.92998
0.250       22.619467       1.0804261       633.45015
0.250       23.122122       1.0228494       640.56765
0.250       23.624777      0.97160555       649.02793
0.250       24.127432      0.91079075       648.07035
0.250       24.630086      0.88529108       670.12243
0.250       25.132741      0.83826630       674.17376
0.250       25.635396      0.80442665       686.55732
0.250       26.138051      0.77260472       698.95178
0.250       26.640706      0.73845201       707.34243
0.250       27.143361      0.70157749       710.78254
0.250       27.646015      0.68537685       733.66419
0.250       28.148670      0.64461390       728.35578
0.250       28.651325      0.61839900       736.83996
0.250       29.153980      0.58811341       738.28644
0.250       29.656635      0.57180114       755.58074
0.250       30.159289      0.54964841       763.86842
0.250       30.661944      0.52646447       768.84430
0.250       31.164599      0.50890320       780.35115
0.250       31.667254      0.48815749       785.34671
0.250       32.169909      0.47029258       793.20945
0.250       33.175218      0.43240856       799.84515
0.250       34.180528      0.40620796       821.77892
0.250       35.185838      0.38539939       850.52085
0.250       36.191147      0.34777602       835.17396
0.250       37.196457      0.33401013       870.83250
0.250       38.201767      0.30632415       865.17077
0.250       39.207076      0.29233101       892.56226
0.250       40.212386      0.27158741       894.66288
0.250       41.217696      0.25990262       922.00238
0.250       42.223005      0.24533818       935.58406
0.250       43.228315      0.22926036       938.21885
0.250       44.233625      0.21522255       943.66015
0.250       45.238934      0.20356049       954.77457
0.250       46.244244      0.19776148       990.79773
0.250       47.249554      0.18440364       985.44611
0.250       48.254863      0.17784849       1012.3803
0.250       49.260173      0.16455435       996.47732
0.250       50.265482      0.15954106       1026.4842
0.250       51.270792      0.14970717       1022.1695
0.250       52.276102      0.14400045       1042.1823
0.250       53.281411      0.13734449       1052.4674
0.250       54.286721      0.13039266       1056.8278
0.250       55.292031      0.12381855       1060.3362
0.250       56.297340      0.11936202       1078.9468
0.250       57.302650      0.11202916       1067.8874
0.250       58.307960      0.10744978       1079.0941
0.250       59.313269      0.10332696       1092.2938
0.250       60.318579     0.098627271       1096.5302
0.250       61.323889     0.094305812       1101.7873
0.250       62.329198     0.090556153       1110.8690
0.250       63.334508     0.086735450       1116.3184
0.250       64.339818     0.084237663       1136.6220
0.250       66.350437     0.077058339       1140.3056
0.250       68.361056     0.069986028       1132.6817
0.250       70.371675     0.065169649       1150.5601
0.250       72.382295     0.061608660       1183.6112
0.250       74.392914     0.055955047       1167.0897
0.250       76.403533     0.052392910       1183.8130
0.250       78.414153     0.048944115       1195.5124
0.250       80.424772     0.046312163       1220.4917
0.250       82.435391     0.042446915       1204.6406
0.250       84.446011     0.040446694       1233.9305
0.250       86.456630     0.036993828       1211.1402
0.250       88.467249     0.034687913       1216.7350
0.250       90.477868     0.032888629       1234.0794
0.250       92.488488     0.030812066       1234.9635
0.250       94.499107     0.029333174       1254.0430
0.250       96.509726     0.027202232       1238.7625
0.250       98.520346     0.025644719       1242.3558
0.250       100.53096     0.024166684       1243.9041
0.250       102.54158     0.022783464       1244.4862
0.250       104.55220     0.021652513       1253.6553
0.250       106.56282     0.020253220       1241.5994
0.250       108.57344     0.018890417       1224.8492
0.250       110.58406     0.017896285       1226.0573
0.250       112.59468     0.017263488       1248.3962
0.250       114.60530     0.016146222       1231.2757
0.250       116.61592     0.015389071       1236.3920
0.250       118.62654     0.014911770       1261.0869
0.250       120.63716     0.013919181       1238.0188
0.250       122.64778     0.013166262       1230.5855
0.250       124.65840     0.012374039       1214.3569
0.250       126.66902     0.011608380       1195.2344
0.250       128.67964     0.011557700       1247.5878
0.250       132.70087     0.010045828       1189.2614
0.250       136.72211    0.0092433910       1196.7897
0.250       140.74335    0.0085284651       1204.5499
0.250       144.76459    0.0077163653       1185.9601
0.250       148.78583    0.0067563785       1127.3764
0.250       152.80707    0.0062249308       1125.2139
0.250       156.82831    0.0058699029       1147.0293
0.250       160.84954    0.0053461282       1127.1173
0.250       164.87078    0.0046544354       1056.7405
0.250       168.89202    0.0044498109       1086.0235
0.250       172.91326    0.0041440348       1085.3718
0.250       176.93450    0.0040198316       1128.0171
0.250       180.95574    0.0034145037       1024.9789
0.250       184.97698    0.0032568561       1044.2918
0.250       188.99821    0.0030162338       1031.5929
0.250       193.01945    0.0027554442       1003.8414
0.250       197.04069    0.0025881616       1003.0658
0.250       201.06193    0.0024309961       1001.0230
0.250       205.08317    0.0021824679       953.69208
0.250       209.10441    0.0020992139       972.33631
0.250       213.12565    0.0019054806       934.50564
0.250       217.14688    0.0017605896       913.24896
0.250       221.16812    0.0017213673       943.43376
0.250       225.18936    0.0015139621       875.84828
0.250       229.21060    0.0014721199       898.08521
0.250       233.23184    0.0013424056       862.81468
0.250       237.25308    0.0012508857       846.29827
0.250       241.27432    0.0012434164       884.74908
0.250       245.29555    0.0012020897       898.82713
0.250       249.31679    0.0010341937       811.94525
0.250       253.33803    0.0010142143       835.41285
0.250       257.35927    0.0010695264       923.59426
0.250       265.40175    0.0010310583       976.48329
0.250       273.44422   0.00084107251       871.18414
