# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       2.5132741       2.9241076       2.3517068
2.750       2.5761060       2.8455777       2.4645174
2.750       2.6389378       2.7068735       2.5201459
2.750       2.7017697       2.6588288       2.6564743
2.750       2.7646015       2.6181242       2.8025808
2.750       2.8274334       2.5014895       2.8644819
2.750       2.8902652       2.4201859       2.9602752
2.750       2.9530971       2.3186413       3.0250810
2.750       3.0159289       2.2512502       3.1286526
2.750       3.0787608       2.1850951       3.2304904
2.750       3.1415927       2.1366352       3.3562188
2.750       3.2044245       2.0600240       3.4339398
2.750       3.2672564       2.0410159       3.6063367
2.750       3.3300882       1.9457649       3.6402218
2.750       3.3929201       1.8954007       3.7505261
2.750       3.4557519       1.8318750       3.8299559
2.750       3.5185838       1.8015787       3.9758242
2.750       3.5814156       1.7395259       4.0482314
2.750       3.6442475       1.7172647       4.2104751
2.750       3.7070793       1.6853633       4.3497012
2.750       3.7699112       1.6072188       4.3625320
2.750       3.8327430       1.5952340       4.5501295
2.750       3.8955749       1.5494493       4.6404737
2.750       3.9584067       1.5133451       4.7552078
2.750       4.0212386       1.5058200       4.9604702
2.750       4.1469023       1.4270447       5.1556003
2.750       4.2725660       1.3544363       5.3517422
2.750       4.3982297       1.3025036       5.6141357
2.750       4.5238934       1.2689297       5.9517534
2.750       4.6495571       1.2108426       6.1658466
2.750       4.7752208       1.1721714       6.4660905
2.750       4.9008845       1.1195025       6.6760373
2.750       5.0265482       1.0833795       6.9704437
2.750       5.1522120       1.0244706       7.0982442
2.750       5.2778757      0.99899432       7.4406477
2.750       5.4035394      0.95923628       7.6670945
2.750       5.5292031      0.94373606       8.0818061
2.750       5.6548668      0.90478080       8.2885921
2.750       5.7805305      0.89559017       8.7636024
2.750       5.9061942      0.84762148       8.8469868
2.750       6.0318579      0.82552508       9.1781222
2.750       6.1575216      0.78883600       9.3298532
2.750       6.2831853      0.76247295       9.5815177
2.750       6.4088490      0.75565806       10.077103
2.750       6.5345127      0.72577162       10.259114
2.750       6.6601764      0.70463685       10.546122
2.750       6.7858401      0.68605791       10.860302
2.750       6.9115038      0.67226711       11.244232
2.750       7.0371675      0.65666404       11.593303
2.750       7.1628313      0.62518264       11.639420
2.750       7.2884950      0.61468715       12.056964
2.750       7.4141587      0.60597912       12.511620
2.750       7.5398224      0.58725842       12.752134
2.750       7.6654861      0.57155162       13.042019
2.750       7.7911498      0.56257763       13.478991
2.750       7.9168135      0.55077944       13.845200
2.750       8.0424772      0.53206883       14.021923
2.750       8.2938046      0.51156412       14.785354
2.750       8.5451320      0.47947946       15.156419
2.750       8.7964594      0.45859345       15.813275
2.750       9.0477868      0.43959877       16.495057
2.750       9.2991143      0.42223432       17.200796
2.750       9.5504417      0.40220548       17.749602
2.750       9.8017691      0.38024242       18.140290
2.750       10.053096      0.36900138       18.993185
2.750       10.304424      0.35216855       19.520547
2.750       10.555751      0.33808966       20.145108
2.750       10.807079      0.32165380       20.567613
2.750       11.058406      0.31778864       21.771394
2.750       11.309734      0.30353541       22.245222
2.750       11.561061      0.29201204       22.859361
2.750       11.812388      0.27808496       23.219930
2.750       12.063716      0.26731799       23.776161
2.750       12.315043      0.25846486       24.455671
2.750       12.566371      0.24923474       25.055809
2.750       12.817698      0.24016120       25.621420
2.750       13.069025      0.23372789       26.430806
2.750       13.320353      0.22837534       27.344291
2.750       13.571680      0.21625180       27.386141
2.750       13.823008      0.21086577       28.215256
2.750       14.074335      0.20166380       28.482747
2.750       14.325663      0.19653118       29.271559
2.750       14.576990      0.18884777       29.633686
2.750       14.828317      0.18446641       30.469348
2.750       15.079645      0.18013881       31.293266
2.750       15.330972      0.17461463       31.875718
2.750       15.582300      0.16924064       32.439158
2.750       15.833627      0.16488069       33.157462
2.750       16.084954      0.16193812       34.141205
2.750       16.587609      0.15092112       34.895679
2.750       17.090264      0.14463200       36.574717
2.750       17.592919      0.13466193       37.147433
2.750       18.095574      0.12870045       38.633796
2.750       18.598229      0.12280608       40.022562
2.750       19.100883      0.11603881       40.966972
2.750       19.603538      0.11305768       43.149298
2.750       20.106193      0.10893305       44.855890
2.750       20.608848      0.10329094       45.802967
2.750       21.111503     0.098921376       47.153924
2.750       21.614157     0.094661784       48.423913
2.750       22.116812     0.090892424       49.815620
2.750       22.619467     0.087260994       51.160823
2.750       23.122122     0.084121650       52.681860
2.750       23.624777     0.080294753       53.636516
2.750       24.127432     0.078258516       55.684606
2.750       24.630086     0.075626413       57.245528
2.750       25.132741     0.071966548       57.878932
2.750       25.635396     0.069230155       59.086145
2.750       26.138051     0.065571204       59.320255
2.750       26.640706     0.064269021       61.561490
2.750       27.143361     0.062627330       63.449032
2.750       27.646015     0.060632501       64.904286
2.750       28.148670     0.058566947       66.175388
2.750       28.651325     0.056658941       67.510736
2.750       29.153980     0.054032265       67.829245
2.750       29.656635     0.053468698       70.653790
2.750       30.159289     0.051943561       72.188048
2.750       30.661944     0.049924754       72.909692
2.750       31.164599     0.047954727       73.533682
2.750       31.667254     0.047534193       76.472906
2.750       32.169909     0.045162061       76.171674
2.750       33.175218     0.042802688       79.174017
2.750       34.180528     0.040766578       82.472816
2.750       35.185838     0.039400433       86.951072
2.750       36.191147     0.036516999       87.694507
2.750       37.196457     0.035073737       91.444380
2.750       38.201767     0.033909490       95.772728
2.750       39.207076     0.032040974       97.829391
2.750       40.212386     0.030798662       101.45691
2.750       41.217696     0.029303159       103.95271
2.750       42.223005     0.028795673       109.81077
2.750       43.228315     0.026389045       107.99381
2.750       44.233625     0.024959332       109.43615
2.750       45.238934     0.024097555       113.02651
2.750       46.244244     0.023475235       117.61244
2.750       47.249554     0.022728741       121.46153
2.750       48.254863     0.022182718       126.27236
2.750       49.260173     0.020972684       127.00244
2.750       50.265482     0.019930139       128.23015
2.750       51.270792     0.019592300       133.77217
2.750       52.276102     0.018864351       136.52799
2.750       53.281411     0.018342915       140.56130
2.750       54.286721     0.017551599       142.25508
2.750       55.292031     0.017207920       147.36225
2.750       56.297340     0.016338216       147.68573
2.750       57.302650     0.015434008       147.12047
2.750       58.307960     0.015296301       153.61733
2.750       59.313269     0.014918952       157.71179
2.750       60.318579     0.014371615       159.78247
2.750       61.323889     0.013942949       162.89733
2.750       62.329198     0.013614667       167.01363
2.750       63.334508     0.013295799       171.12202
2.750       64.339818     0.012872203       173.68512
2.750       66.350437     0.012060545       178.47137
2.750       68.361056     0.011337957       183.49802
2.750       70.371675     0.010859070       191.71521
2.750       72.382295     0.010146652       194.93510
2.750       74.392914    0.0098501328       205.45043
2.750       76.403533    0.0091419389       206.56127
2.750       78.414153    0.0085789572       209.55022
2.750       80.424772    0.0084035747       221.46436
2.750       82.435391    0.0078688359       223.31704
2.750       84.446011    0.0075951096       231.70837
2.750       86.456630    0.0073422320       240.37720
2.750       88.467249    0.0069826053       244.92625
2.750       90.477868    0.0066547496       249.70605
2.750       92.488488    0.0062368370       249.97564
2.750       94.499107    0.0059519056       254.45407
