# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
4.000       74.392914    0.0050973291       106.31821
4.000       76.403533    0.0048577855       109.76122
4.000       78.414153    0.0046556720       113.71978
4.000       80.424772    0.0043791445       115.40618
4.000       82.435391    0.0043976597       124.80529
4.000       84.446011    0.0040933320       124.87763
4.000       86.456630    0.0039913157       130.67161
4.000       88.467249    0.0037838758       132.72560
4.000       90.477868    0.0037264448       139.82732
4.000       92.488488    0.0034751726       139.28671
4.000       94.499107    0.0033913500       144.98597
4.000       96.509726    0.0032387994       147.49169
4.000       98.520346    0.0030951173       149.94264
4.000       100.53096    0.0029309121       150.85948
4.000       102.54158    0.0029023876       158.53521
4.000       104.55220    0.0028886161       167.24751
4.000       106.56282    0.0026463796       162.23313
4.000       108.57344    0.0025715854       166.74085
4.000       110.58406    0.0024412117       167.24506
4.000       112.59468    0.0025294885       182.91806
4.000       114.60530    0.0023376263       178.26228
4.000       116.61592    0.0022611227       181.66360
4.000       118.62654    0.0021966379       185.76945
4.000       120.63716    0.0021976552       195.46685
4.000       122.64778    0.0020981003       196.09908
4.000       124.65840    0.0020460406       200.79325
4.000       126.66902    0.0019903951       204.93718
4.000       128.67964    0.0018385014       198.45575
4.000       132.70087    0.0018255789       216.11863
4.000       136.72211    0.0018133021       234.77762
4.000       140.74335    0.0015780169       222.87717
4.000       144.76459    0.0016188447       248.80694
4.000       148.78583    0.0014594006       243.51711
4.000       152.80707    0.0013057088       236.01898
4.000       156.82831    0.0014086659       275.26538
4.000       160.84954    0.0012634483       266.37118
4.000       164.87078    0.0012104040       274.80948
4.000       168.89202    0.0012635962       308.39403
4.000       172.91326    0.0010207880       267.35649
4.000       176.93450   0.00098214513       275.60271
4.000       180.95574   0.00097875709       293.80708
4.000       184.97698   0.00098321786       315.26303
4.000       188.99821   0.00084829833       290.12955
4.000       193.01945   0.00083957691       305.86796
4.000       197.04069   0.00090379205       350.27290
4.000       201.06193   0.00072049261       296.68072
4.000       205.08317   0.00080621846       352.30033
4.000       209.10441   0.00071956538       333.29598
4.000       213.12565   0.00065885508       323.12257
4.000       217.14688   0.00062306006       323.19228
4.000       221.16812   0.00057726901       316.38516
4.000       225.18936   0.00059463500       344.00466
4.000       229.21060   0.00052207598       318.49899
4.000       233.23184   0.00057105163       367.03640
4.000       237.25308   0.00052096927       352.46656
4.000       241.27432   0.00044774591       318.59222
4.000       245.29555   0.00049914410       373.22028
4.000       249.31679   0.00047694869       374.45231
4.000       253.33803   0.00044030771       362.68344
4.000       257.35927   0.00036437554       314.65811
4.000       265.40175   0.00047758170       452.30279
4.000       273.44422   0.00037742257       390.93485
4.000       281.48670   0.00038619990       436.37118
4.000       289.52918   0.00030413678       373.95231
4.000       297.57166   0.00018434389       246.07851
4.000       305.61413   0.00035268232       510.00479
4.000       313.65661   0.00025186907       393.73900
4.000       321.69909   0.00023128706       390.09563
4.000       329.74156   0.00025434414       461.96926
4.000       337.78404   0.00015551670       303.64399
4.000       345.82652   0.00030095417       630.58772
4.000       353.86900   0.00018769309       421.35299
4.000       361.91147   0.00028287105       679.30658
4.000       369.95395   0.00027457427       704.32500
4.000       377.99643   0.00012149218       332.41581
4.000       386.03891   0.00027604467       804.53112
4.000       394.08138   0.00014117574       437.71164
4.000       402.12386   0.00016256437       535.51932
4.000       410.16634   8.4639422e-05       295.88503
4.000       418.20881   0.00013498390       500.18627
4.000       426.25129   5.6346342e-05       221.07168
4.000       434.29377   0.00016169838       671.00651
4.000       442.33625   0.00011787723       516.84197
4.000       450.37872   8.8502769e-05       409.60072
4.000       458.42120   4.8269461e-05       235.57912
4.000       466.46368   6.8873918e-05       354.14290
4.000       474.50615   0.00013203931       714.65931
4.000       482.54863   0.00014063766       800.56236
4.000       490.59111   0.00012911744       772.35008
4.000       498.63359   0.00010029315       629.92107
4.000       506.67606   0.00017713269       1167.2399
4.000       514.71854   0.00014862159       1026.7427
4.500     0.062831853       168.53596    0.0021178853
4.500      0.12566371       267.92820     0.026935080
4.500      0.18849556       103.85176     0.035236071
4.500      0.25132741       68.819456     0.055347891
4.500      0.31415927       43.466377     0.068276826
4.500      0.37699112       31.763435     0.086216636
4.500      0.43982297       23.121431     0.099659496
4.500      0.50265482       18.195190      0.11706752
4.500      0.56548668       13.325615      0.12207442
4.500      0.62831853       11.473330      0.14417811
4.500      0.69115038       9.6354852      0.16116158
4.500      0.75398224       7.9767317      0.17321224
4.500      0.81681409       6.9210620      0.19107887
4.500      0.87964594       6.2105626      0.21415337
4.500      0.94247780       5.2517384      0.22273411
4.500       1.0053096       4.7625532      0.24513744
4.500       1.0681415       4.0818700      0.25200885
4.500       1.1309734       3.7412189      0.27418299
4.500       1.1938052       3.3305432      0.28706863
4.500       1.2566371       2.9932160      0.30091089
4.500       1.3194689       2.7395473      0.31882074
4.500       1.3823008       2.4249598      0.32447590
4.500       1.4451326       2.2563536      0.34498525
4.500       1.5079645       2.0893567      0.36295784
4.500       1.5707963       1.8975558      0.37258422
4.500       1.6336282       1.7794314      0.39301685
4.500       1.6964600       1.6391210      0.40542654
4.500       1.7592919       1.5289244      0.42176444
4.500       1.8221237       1.4363123      0.44020274
4.500       1.8849556       1.3691253      0.46453328
4.500       1.9477874       1.2683510      0.47482590
4.500       2.0106193       1.1889818      0.48959279
4.500       2.0734512       1.1429229      0.51614131
4.500       2.1362830       1.0666868      0.52684582
4.500       2.1991149       1.0161940      0.54750821
4.500       2.2619467      0.95269130      0.55855966
4.500       2.3247786      0.93790723      0.59700081
4.500       2.3876104      0.87967045      0.60656962
4.500       2.4504423      0.84495636      0.62985120
4.500       2.5132741      0.80463264      0.64712397
4.500       2.5761060      0.76274003      0.66059909
4.500       2.6389378      0.72975508      0.67941458
4.500       2.7017697      0.70244466      0.70182259
4.500       2.7646015      0.67873965      0.72655937
4.500       2.8274334      0.63907826      0.73181524
4.500       2.8902652      0.61723996      0.75498338
4.500       2.9530971      0.59267996      0.77325668
4.500       3.0159289      0.57048269      0.79282264
4.500       3.0787608      0.55775069      0.82459030
4.500       3.1415927      0.54075875      0.84942185
4.500       3.2044245      0.51241510      0.85416606
4.500       3.2672564      0.50730360      0.89637109
4.500       3.3300882      0.48093852      0.89976073
4.500       3.3929201      0.46900917      0.92805236
4.500       3.4557519      0.45623910      0.95387273
4.500       3.5185838      0.43408008      0.95795212
4.500       3.5814156      0.42300383      0.98441614
4.500       3.6442475      0.40810154       1.0006036
4.500       3.7070793      0.40255853       1.0389507
4.500       3.7699112      0.38902882       1.0559550
4.500       3.8327430      0.37588100       1.0721357
4.500       3.8955749      0.36899984       1.1051242
4.500       3.9584067      0.36149300       1.1358773
4.500       4.0212386      0.34613414       1.1402346
4.500       4.1469023      0.33731963       1.2186620
4.500       4.2725660      0.30878054       1.2200750
4.500       4.3982297      0.29369438       1.2659006
4.500       4.5238934      0.29083738       1.3641357
4.500       4.6495571      0.27472956       1.3989765
4.500       4.7752208      0.25999290       1.4342079
4.500       4.9008845      0.24874327       1.4833547
4.500       5.0265482      0.23168132       1.4906334
4.500       5.1522120      0.23017754       1.5948299
4.500       5.2778757      0.21981330       1.6371998
4.500       5.4035394      0.21354813       1.7068721
4.500       5.5292031      0.20551707       1.7599721
4.500       5.6548668      0.19911061       1.8240293
4.500       5.7805305      0.19093368       1.8683399
4.500       5.9061942      0.18442891       1.9249632
4.500       6.0318579      0.18026227       2.0041416
4.500       6.1575216      0.17316154       2.0480451
4.500       6.2831853      0.16616745       2.0881218
4.500       6.4088490      0.16337677       2.1787164
4.500       6.5345127      0.15983658       2.2593633
4.500       6.6601764      0.15223260       2.2784270
4.500       6.7858401      0.14848197       2.3504707
4.500       6.9115038      0.14375045       2.4043470
4.500       7.0371675      0.14063253       2.4828457
4.500       7.1628313      0.13807335       2.5705986
4.500       7.2884950      0.13340589       2.6167295
4.500       7.4141587      0.12969864       2.6778812
4.500       7.5398224      0.12544124       2.7239173
4.500       7.6654861      0.12212663       2.7867611
4.500       7.7911498      0.11983764       2.8712312
4.500       7.9168135      0.11753374       2.9545005
4.500       8.0424772      0.11465051       3.0214523
4.500       8.2938046      0.10812570       3.1250761
4.500       8.5451320      0.10468232       3.3090242
4.500       8.7964594     0.099939831       3.4461374
4.500       9.0477868     0.095625213       3.5881431
4.500       9.2991143     0.093658363       3.8154132
4.500       9.5504417     0.086829407       3.8318408
4.500       9.8017691     0.083459521       3.9816176
4.500       10.053096     0.080742736       4.1559783
4.500       10.304424     0.076358306       4.2325071
4.500       10.555751     0.074143602       4.4178543
4.500       10.807079     0.070596002       4.5141430
4.500       11.058406     0.068849932       4.7168426
4.500       11.309734     0.066788287       4.8947181
4.500       11.561061     0.064407878       5.0419940
4.500       11.812388     0.062848090       5.2477785
4.500       12.063716     0.059775858       5.3166659
4.500       12.315043     0.058147408       5.5018461
4.500       12.566371     0.057619293       5.7925231
4.500       12.817698     0.054251325       5.7877627
4.500       13.069025     0.053176604       6.0134052
4.500       13.320353     0.051742696       6.1953594
4.500       13.571680     0.050181758       6.3550210
4.500       13.823008     0.049118905       6.5724393
4.500       14.074335     0.046520310       6.5704713
4.500       14.325663     0.045550140       6.7842856
4.500       14.576990     0.044154603       6.9286688
4.500       14.828317     0.043566470       7.1961175
4.500       15.079645     0.042726051       7.4222631
4.500       15.330972     0.040939427       7.4734494
4.500       15.582300     0.040013757       7.6696269
4.500       15.833627     0.038808152       7.8043088
4.500       16.084954     0.037529360       7.9122666
4.500       16.587609     0.036208716       8.3721069
4.500       17.090264     0.034422125       8.7047090
4.500       17.592919     0.033337206       9.1963007
4.500       18.095574     0.031862045       9.5644715
4.500       18.598229     0.030480331       9.9335543
4.500       19.100883     0.029755043       10.504883
4.500       19.603538     0.028331778       10.813032
4.500       20.106193     0.027787793       11.442314
4.500       20.608848     0.026541374       11.769413
4.500       21.111503     0.025981240       12.384759
4.500       21.614157     0.024999563       12.788441
4.500       22.116812     0.024522177       13.439926
4.500       22.619467     0.023539083       13.800884
4.500       23.122122     0.023276953       14.577379
4.500       23.624777     0.022506685       15.034360
4.500       24.127432     0.022167597       15.773285
4.500       24.630086     0.021159619       16.016805
4.500       25.132741     0.021067098       16.943166
4.500       25.635396     0.020403426       17.413796
4.500       26.138051     0.019810855       17.922273
4.500       26.640706     0.019727159       18.896092
4.500       27.143361     0.019049108       19.299042
4.500       27.646015     0.018756379       20.077835
4.500       28.148670     0.018073923       20.421909
4.500       28.651325     0.017715850       21.108938
4.500       29.153980     0.017095243       21.460462
4.500       29.656635     0.017284726       22.840119
4.500       30.159289     0.016598911       23.068172
4.500       30.661944     0.016199581       23.657733
4.500       31.164599     0.015434436       23.667134
4.500       31.667254     0.015450398       24.856567
4.500       32.169909     0.014980447       25.266466
4.500       33.175218     0.014004008       25.903830
4.500       34.180528     0.014162847       28.652144
4.500       35.185838     0.013093474       28.895409
4.500       36.191147     0.012726775       30.562978
4.500       37.196457     0.011783719       30.722558
4.500       38.201767     0.011600920       32.765216
4.500       39.207076     0.010960586       33.465505
4.500       40.212386     0.010643319       35.061207
4.500       41.217696     0.010168954       36.074281
4.500       42.223005     0.010058418       38.357241
4.500       43.228315    0.0094849354       38.815891
4.500       44.233625    0.0090559283       39.706428
4.500       45.238934    0.0088784773       41.643367
4.500       46.244244    0.0084591408       42.380840
4.500       47.249554    0.0081187114       43.386088
4.500       48.254863    0.0078329834       44.588281
4.500       49.260173    0.0077728430       47.069323
4.500       50.265482    0.0074366429       47.847225
4.500       51.270792    0.0071704714       48.958494
4.500       52.276102    0.0071756043       51.932391
4.500       53.281411    0.0068337845       52.367121
4.500       54.286721    0.0068289944       55.348754
4.500       55.292031    0.0065176545       55.814780
4.500       56.297340    0.0062448369       56.448837
4.500       57.302650    0.0059727475       56.933586
4.500       58.307960    0.0060292841       60.550752
4.500       59.313269    0.0057801806       61.103664
4.500       60.318579    0.0058044826       64.533776
4.500       61.323889    0.0055721044       65.099637
4.500       62.329198    0.0054261765       66.563906
4.500       63.334508    0.0052213409       67.200656
4.500       64.339818    0.0052217675       70.457506
4.500       66.350437    0.0048500913       71.771418
4.500       68.361056    0.0045382976       73.449614
4.500       70.371675    0.0044063448       77.793338
4.500       72.382295    0.0043610062       83.782634
4.500       74.392914    0.0038791371       80.909609
4.500       76.403533    0.0038600982       87.218566
4.500       78.414153    0.0037924202       92.633926
4.500       80.424772    0.0037268720       98.216454
4.500       82.435391    0.0034377945       97.564379
4.500       84.446011    0.0033343386       101.72258
4.500       86.456630    0.0030460892       99.725857
4.500       88.467249    0.0028901528       101.37681
4.500       90.477868    0.0029414771       110.37299
4.500       92.488488    0.0028786417       115.37744
4.500       94.499107    0.0026160872       111.84217
4.500       96.509726    0.0026307369       119.80113
4.500       98.520346    0.0025951505       125.72180
4.500       100.53096    0.0024525190       126.23570
4.500       102.54158    0.0022898041       125.07447
4.500       104.55220    0.0022246269       128.80331
4.500       106.56282    0.0022774301       139.61512
4.500       108.57344    0.0021622293       140.19832
4.500       110.58406    0.0019890294       136.26649
4.500       112.59468    0.0020033197       144.86856
4.500       114.60530    0.0019992482       152.45831
4.500       116.61592    0.0019250923       154.66617
4.500       118.62654    0.0018743951       158.51741
4.500       120.63716    0.0017533234       155.94648
4.500       122.64778    0.0017342291       162.08983
4.500       124.65840    0.0016630803       163.21050
4.500       126.66902    0.0016537203       170.27210
4.500       128.67964    0.0015664238       169.08652
4.500       132.70087    0.0014290733       169.17887
4.500       136.72211    0.0014346689       185.75402
4.500       140.74335    0.0013780754       194.63767
4.500       144.76459    0.0012852798       197.53996
4.500       148.78583    0.0012847166       214.36916
4.500       152.80707    0.0011097053       200.58953
4.500       156.82831    0.0010573497       206.61520
4.500       160.84954    0.0010926015       230.35176
4.500       164.87078    0.0010496696       238.31643
4.500       168.89202   0.00092495757       225.74569
4.500       172.91326   0.00092011499       240.98902
4.500       176.93450   0.00091240980       256.03407
4.500       180.95574   0.00090674582       272.19045
4.500       184.97698   0.00086538604       277.48095
4.500       188.99821   0.00087013465       297.59787
4.500       193.01945   0.00068653498       250.11294
4.500       197.04069   0.00070579652       273.53792
4.500       201.06193   0.00069426531       285.88098
4.500       205.08317   0.00069050336       301.73529
4.500       209.10441   0.00062451587       289.26993
4.500       213.12565   0.00062822042       308.09840
4.500       217.14688   0.00060877962       315.78476
4.500       221.16812   0.00053501417       293.22645
4.500       225.18936   0.00058666688       339.39500
4.500       229.21060   0.00049538299       302.21460
4.500       233.23184   0.00049117159       315.69449
4.500       237.25308   0.00044621162       301.88859
4.500       241.27432   0.00047401610       337.28469
4.500       245.29555   0.00045819313       342.60040
4.500       249.31679   0.00040550991       318.36574
4.500       253.33803   0.00042847875       352.93987
4.500       257.35927   0.00038638978       333.66860
4.500       265.40175   0.00041927960       397.08669
4.500       273.44422   0.00038580432       399.61669
4.500       281.48670   0.00023177857       261.88896
4.500       289.52918   0.00029985074       368.68240
4.500       297.57166   0.00022883394       305.46776
4.500       305.61413   0.00022667167       327.78404
4.500       313.65661   0.00014832154       231.86640
4.500       321.69909   0.00023275146       392.56553
4.500       329.74156   0.00017313775       314.47282
4.500       337.78404   0.00031520204       615.42717
4.500       345.82652   0.00021329223       446.91010
4.500       353.86900   0.00020166754       452.72429
4.500       361.91147   0.00013307293       319.57075
4.500       369.95395   0.00018635939       478.04033
4.500       377.99643   0.00014116395       386.23992
4.500       386.03891   0.00017128098       499.19774
4.500       394.08138   9.7771761e-05       303.13875
4.500       402.12386   0.00016560512       545.53618
4.500       410.16634   0.00011788256       412.09740
4.500       418.20881   0.00010212670       378.43308
4.500       426.25129   0.00016016993       628.41763
4.500       434.29377   0.00011289765       468.49608
4.500       442.33625   9.7770286e-05       428.68149
4.500       450.37872   0.00021437327       992.14351
4.500       458.42120   0.00013937462       680.21786
4.500       466.46368   0.00018328566       942.43679
4.500       474.50615   9.1272602e-05       494.01057
4.500       482.54863   0.00012327867       701.74848
4.500       490.59111   0.00011462103       685.63595
4.500       498.63359   0.00012930337       812.12838
4.500       506.67606   0.00010114701       666.52198
4.500       514.71854   8.7456296e-05       604.18616
5.000     0.062831853       141.91707    0.0017833824
5.000      0.12566371       225.20682     0.022640259
5.000      0.18849556       87.434705     0.029665896
5.000      0.25132741       57.520921     0.046261069
5.000      0.31415927       36.205548     0.056871542
5.000      0.37699112       26.412368     0.071692044
5.000      0.43982297       19.212090     0.082809200
5.000      0.50265482       15.134641     0.097376005
5.000      0.56548668       10.959665      0.10040022
5.000      0.62831853       9.4019266      0.11814809
5.000      0.69115038       7.8570808      0.13141627
5.000      0.75398224       6.5461538      0.14214769
5.000      0.81681409       5.6384794      0.15566892
5.000      0.87964594       5.0566916      0.17436545
5.000      0.94247780       4.2554575      0.18048034
5.000       1.0053096       3.8546117      0.19840401
5.000       1.0681415       3.2891813      0.20306938
5.000       1.1309734       3.0047827      0.22021173
5.000       1.1938052       2.6565935      0.22897906
5.000       1.2566371       2.3762125      0.23888294
5.000       1.3194689       2.1657783      0.25204713
5.000       1.3823008       1.9119506      0.25583183
5.000       1.4451326       1.7841977      0.27279496
5.000       1.5079645       1.6371869      0.28440802
5.000       1.5707963       1.4834751      0.29127966
5.000       1.6336282       1.3944607      0.30798971
5.000       1.6964600       1.2757934      0.31555969
5.000       1.7592919       1.1877830      0.32765820
5.000       1.8221237       1.1211567      0.34361347
5.000       1.8849556       1.0613990      0.36012419
5.000       1.9477874      0.97829671      0.36623980
5.000       2.0106193      0.91518452      0.37684995
5.000       2.0734512      0.87812548      0.39655941
5.000       2.1362830      0.81697860      0.40351278
5.000       2.1991149      0.77947198      0.41996636
5.000       2.2619467      0.72846789      0.42709824
5.000       2.3247786      0.71483680      0.45501104
5.000       2.3876104      0.66486282      0.45845076
5.000       2.4504423      0.63536894      0.47361960
5.000       2.5132741      0.60797308      0.48896097
5.000       2.5761060      0.57403777      0.49716655
5.000       2.6389378      0.54392843      0.50640676
5.000       2.7017697      0.52533446      0.52486924
5.000       2.7646015      0.50656637      0.54225585
5.000       2.8274334      0.47457289      0.54343841
5.000       2.8902652      0.45833129      0.56061262
5.000       2.9530971      0.44173146      0.57631745
5.000       3.0159289      0.42412827      0.58942804
5.000       3.0787608      0.41310722      0.61074636
5.000       3.1415927      0.39890434      0.62659747
5.000       3.2044245      0.37735829      0.62903425
5.000       3.2672564      0.37038231      0.65444044
5.000       3.3300882      0.35140868      0.65743067
5.000       3.3929201      0.34318636      0.67908034
5.000       3.4557519      0.33246631      0.69509727
5.000       3.5185838      0.31536146      0.69595724
5.000       3.5814156      0.30790068      0.71654766
5.000       3.6442475      0.29570766      0.72503075
5.000       3.7070793      0.29095755      0.75092321
5.000       3.7699112      0.28182766      0.76497497
5.000       3.8327430      0.27016160      0.77058933
5.000       3.8955749      0.26529562      0.79453862
5.000       3.9584067      0.25856787      0.81246763
5.000       4.0212386      0.24909317      0.82056239
5.000       4.1469023      0.24046519      0.86874814
5.000       4.2725660      0.21822894      0.86228125
5.000       4.3982297      0.20903363      0.90099036
5.000       4.5238934      0.20428737      0.95818390
5.000       4.6495571      0.19425318      0.98917504
5.000       4.7752208      0.18172120       1.0024350
5.000       4.9008845      0.17467902       1.0416802
5.000       5.0265482      0.16483107       1.0605201
5.000       5.1522120      0.16021099       1.1100530
5.000       5.2778757      0.15357077       1.1438163
5.000       5.4035394      0.14775336       1.1809801
5.000       5.5292031      0.14201625       1.2161745
5.000       5.6548668      0.13691953       1.2543039
5.000       5.7805305      0.13158945       1.2876399
5.000       5.9061942      0.12814109       1.3374631
5.000       6.0318579      0.12412677       1.3800315
5.000       6.1575216      0.11836302       1.3999230
5.000       6.2831853      0.11339793       1.4250005
5.000       6.4088490      0.11169348       1.4894921
5.000       6.5345127      0.10854774       1.5343720
5.000       6.6601764      0.10319754       1.5445317
5.000       6.7858401     0.099849445       1.5806175
5.000       6.9115038     0.096623323       1.6161062
5.000       7.0371675     0.095000890       1.6772261
5.000       7.1628313     0.092957652       1.7306513
5.000       7.2884950     0.089112092       1.7479157
5.000       7.4141587     0.086255521       1.7809133
5.000       7.5398224     0.084362796       1.8319118
5.000       7.6654861     0.082179191       1.8752156
5.000       7.7911498     0.080022321       1.9172823
5.000       7.9168135     0.078008830       1.9609443
5.000       8.0424772     0.075566426       1.9914466
5.000       8.2938046     0.070167094       2.0279869
5.000       8.5451320     0.068205955       2.1560006
5.000       8.7964594     0.065125259       2.2456570
5.000       9.0477868     0.062237532       2.3353378
5.000       9.2991143     0.060260622       2.4548707
5.000       9.5504417     0.055776751       2.4614660
5.000       9.8017691     0.054141541       2.5829397
5.000       10.053096     0.051079383       2.6291505
5.000       10.304424     0.050254318       2.7855746
5.000       10.555751     0.046997144       2.8003298
5.000       10.807079     0.045113766       2.8847241
5.000       11.058406     0.044505694       3.0490423
5.000       11.309734     0.043143779       3.1618813
5.000       11.561061     0.041183210       3.2239146
5.000       11.812388     0.040306338       3.3655555
5.000       12.063716     0.039181999       3.4849788
5.000       12.315043     0.037118509       3.5121140
5.000       12.566371     0.035899745       3.6090360
5.000       12.817698     0.034684084       3.7002459
5.000       13.069025     0.034082913       3.8542207
5.000       13.320353     0.032517441       3.8934428
5.000       13.571680     0.031666612       4.0102617
5.000       13.823008     0.030957899       4.1423747
5.000       14.074335     0.029197956       4.1238834
5.000       14.325663     0.028535385       4.2500901
5.000       14.576990     0.027561696       4.3249366
5.000       14.828317     0.027041277       4.4665589
5.000       15.079645     0.026396426       4.5855213
5.000       15.330972     0.025389335       4.6347965
5.000       15.582300     0.024802904       4.7540905
5.000       15.833627     0.024222382       4.8711145
5.000       16.084954     0.023598871       4.9753197
5.000       16.587609     0.022109656       5.1121505
5.000       17.090264     0.021340392       5.3965845
5.000       17.592919     0.020423414       5.6339411
5.000       18.095574     0.020115795       6.0384367
5.000       18.598229     0.018888409       6.1557416
5.000       19.100883     0.017930985       6.3304527
5.000       19.603538     0.017525642       6.6887904
5.000       20.106193     0.017426927       7.1759698
5.000       20.608848     0.016782623       7.4420270
5.000       21.111503     0.016096849       7.6730594
5.000       21.614157     0.015406578       7.8811825
5.000       22.116812     0.015357565       8.4170562
5.000       22.619467     0.015541659       9.1120219
5.000       23.122122     0.015226291       9.5355875
5.000       23.624777     0.014691145       9.8136158
5.000       24.127432     0.014783144       10.518901
5.000       24.630086     0.014088273       10.664139
5.000       25.132741     0.014166599       11.393455
5.000       25.635396     0.013870234       11.837886
5.000       26.138051     0.013650608       12.349286
5.000       26.640706     0.013807138       13.225470
5.000       27.143361     0.013232749       13.406369
5.000       27.646015     0.013162579       14.089932
5.000       28.148670     0.012635133       14.276565
5.000       28.651325     0.012680476       15.109147
5.000       29.153980     0.012318140       15.463540
5.000       29.656635     0.011888104       15.708997
5.000       30.159289     0.011790744       16.386070
5.000       30.661944     0.011629429       16.983520
5.000       31.164599     0.011387678       17.461842
5.000       31.667254     0.011180370       17.986956
5.000       32.169909     0.010821812       18.252389
5.000       33.175218     0.010355738       19.155465
5.000       34.180528    0.0098658630       19.959132
5.000       35.185838    0.0093730359       20.684938
5.000       36.191147    0.0092893301       22.308055
5.000       37.196457    0.0088831225       23.160111
5.000       38.201767    0.0083814523       23.672269
5.000       39.207076    0.0082764448       25.270129
5.000       40.212386    0.0078561440       25.879699
5.000       41.217696    0.0076989860       27.312089
5.000       42.223005    0.0072217261       27.539668
5.000       43.228315    0.0070223604       28.738116
5.000       44.233625    0.0069486138       30.466742
5.000       45.238934    0.0066117921       31.011769
5.000       46.244244    0.0062469504       31.297623
5.000       47.249554    0.0062736979       33.526405
5.000       48.254863    0.0061154068       34.811191
5.000       49.260173    0.0060340032       36.539583
5.000       50.265482    0.0055496180       35.706141
5.000       51.270792    0.0056222707       38.387700
5.000       52.276102    0.0054022234       39.097805
5.000       53.281411    0.0053253123       40.807736
5.000       54.286721    0.0051106088       41.421300
5.000       55.292031    0.0050199378       42.988889
5.000       56.297340    0.0050046776       45.238688
5.000       57.302650    0.0048168499       45.915307
5.000       58.307960    0.0045761915       45.957668
5.000       59.313269    0.0045559853       48.162404
5.000       60.318579    0.0044801162       49.809576
5.000       61.323889    0.0042524948       49.682462
5.000       62.329198    0.0043210687       53.007345
5.000       63.334508    0.0043056539       55.415413
5.000       64.339818    0.0040206593       54.250907
5.000       66.350437    0.0037516891       55.517316
5.000       68.361056    0.0037754459       61.103319
5.000       70.371675    0.0035507362       62.687701
5.000       72.382295    0.0034506303       66.292703
5.000       74.392914    0.0032279799       67.328013
5.000       76.403533    0.0031004880       70.055242
5.000       78.414153    0.0029257226       71.463909
5.000       80.424772    0.0029030973       76.507035
5.000       82.435391    0.0028464532       80.782152
5.000       84.446011    0.0025491811       77.769331
5.000       86.456630    0.0026093640       85.427919
5.000       88.467249    0.0025712728       90.191578
5.000       90.477868    0.0024607904       92.336193
5.000       92.488488    0.0023323302       93.480994
5.000       94.499107    0.0022310339       95.380489
5.000       96.509726    0.0022728468       103.50317
5.000       98.520346    0.0020780790       100.67232
5.000       100.53096    0.0021601150       111.18513
5.000       102.54158    0.0019317054       105.51428
5.000       104.55220    0.0020028436       115.96231
5.000       106.56282    0.0019519041       119.65914
5.000       108.57344    0.0017809238       115.47458
5.000       110.58406    0.0017201810       117.84795
5.000       112.59468    0.0017632288       127.50657
5.000       114.60530    0.0016500299       125.82767
5.000       116.61592    0.0017398283       139.78165
5.000       118.62654    0.0015415985       130.37284
5.000       120.63716    0.0015213417       135.31325
5.000       122.64778    0.0015524342       145.09836
5.000       124.65840    0.0014373240       141.05534
5.000       126.66902    0.0013795635       142.04408
5.000       128.67964    0.0013848843       149.49037
5.000       132.70087    0.0012641296       149.65224
5.000       136.72211    0.0012505124       161.91032
5.000       140.74335    0.0012163936       171.80194
5.000       144.76459    0.0011896539       182.84282
5.000       148.78583    0.0011797705       196.85773
5.000       152.80707   0.00094030603       169.96903
5.000       156.82831    0.0010707187       209.22760
5.000       160.84954   0.00084246851       177.61655
5.000       164.87078   0.00090478016       205.42080
5.000       168.89202   0.00076877298       187.62719
5.000       172.91326   0.00076822872       201.20821
5.000       176.93450   0.00081841704       229.65848
5.000       180.95574   0.00071516135       214.67989
5.000       184.97698   0.00067838332       217.51962
5.000       188.99821   0.00070978945       242.75764
5.000       193.01945   0.00057468300       209.36392
5.000       197.04069   0.00068141575       264.08893
5.000       201.06193   0.00062572820       257.65912
5.000       205.08317   0.00060749495       265.46238
5.000       209.10441   0.00053942018       249.85440
5.000       213.12565   0.00059258674       290.62256
5.000       217.14688   0.00049264296       255.54262
5.000       221.16812   0.00051587623       282.73747
5.000       225.18936   0.00045017937       260.43506
5.000       229.21060   0.00048047813       293.12170
5.000       233.23184   0.00042301456       271.88740
5.000       237.25308   0.00041888221       283.39862
5.000       241.27432   0.00041182042       293.02955
5.000       245.29555   0.00038377122       286.95361
5.000       249.31679   0.00039508024       310.17741
5.000       253.33803   0.00031175466       256.79371
5.000       257.35927   0.00035592171       307.35776
5.000       265.40175   0.00026712198       252.98293
5.000       273.44422   0.00029992692       310.66475
5.000       281.48670   0.00022099131       249.70032
5.000       289.52918   0.00025485688       313.36005
5.000       297.57166   0.00020671539       275.94197
5.000       305.61413   0.00019647555       284.11821
5.000       313.65661   0.00012219175       191.01851
5.000       321.69909   0.00019396788       327.15199
5.000       329.74156   0.00027019508       490.75958
5.000       337.78404   0.00027216313       531.39436
5.000       345.82652   0.00018849987       394.96280
5.000       353.86900   0.00017072905       383.27036
5.000       361.91147   0.00021877745       525.38766
5.000       369.95395   0.00016637558       426.77881
5.000       377.99643   0.00015245476       417.13279
5.000       386.03891   0.00019220924       560.19309
5.000       394.08138   0.00019034899       590.17199
5.000       402.12386   0.00014106782       464.70541
5.000       410.16634   0.00015551852       543.66629
5.000       418.20881   0.00013542842       501.83348
5.000       426.25129   0.00015923680       624.75657
